Garvey Who,sport,Garvey Who,11,,Garvey Who,,http://www.mountainproject.com//v/garvey-who/109169992
Gypsy Ninja,sport,Gypsy Ninja,13,65,Gypsy Ninja,,http://www.mountainproject.com//v/gypsy-ninja/109000398
"Less Gypsy, More Ninja",sport,"Less Gypsy, More Ninja",13,70,"Less Gypsy, More Ninja",,http://www.mountainproject.com//v/less-gypsy-more-ninja/109168394
Less is More,sport,Less is More,13,70,Less is More,1 pitch,http://www.mountainproject.com//v/less-is-more/109006733
Mike L. Boltin ,sport,Mike L. Boltin ,12,90,Mike L. Boltin ,,http://www.mountainproject.com//v/mike-l-boltin-/108339748
Stand and Deliver,sport,Stand and Deliver,13,47,Stand and Deliver,,http://www.mountainproject.com//v/stand-and-deliver/109000418
Stonemaster,sport,Stonemaster,10,,Stonemaster,,http://www.mountainproject.com//v/stonemaster/108189806
Thief Among Us,sport,Thief Among Us,12,65,Thief Among Us,,http://www.mountainproject.com//v/thief-among-us/108276177
300 Days of Sunshine and Attitude,alpine,300 Days of Sunshine and Attitude,12,95,300 Days of Sunshine and Attitude,1 pitch,http://www.mountainproject.com//v/300-days-of-sunshine-and-attitude/108607159
5 Star Everything,alpine,5 Star Everything,11,80,5 Star Everything,1 pitch,http://www.mountainproject.com//v/5-star-everything/108607330
Chain Letters to the Dalai Lama,alpine,Chain Letters to the Dalai Lama,11,80,Chain Letters to the Dalai Lama,1 pitch,http://www.mountainproject.com//v/chain-letters-to-the-dalai-lama/108607319
Elitist's Overcompensation,alpine,Elitist's Overcompensation,11,90,Elitist's Overcompensation,1 pitch,http://www.mountainproject.com//v/elitists-overcompensation/108607297
My Subaru Love the Environment,alpine,My Subaru Love the Environment,10,90,My Subaru Love the Environment,1 pitch,http://www.mountainproject.com//v/my-subaru-love-the-environment/108607279
Six Figure Bums,alpine,Six Figure Bums,12,110,Six Figure Bums,1 pitch,http://www.mountainproject.com//v/six-figure-bums/108607267
Tibetan Prayer Flags Made in China,alpine,Tibetan Prayer Flags Made in China,11,65,Tibetan Prayer Flags Made in China,,http://www.mountainproject.com//v/tibetan-prayer-flags-made-in-china/108607182
Trustafarian (Rasta With a Trust Fund),alpine,Trustafarian (Rasta With a Trust Fund),12,90,Trustafarian (Rasta With a Trust Fund),1 pitch,http://www.mountainproject.com//v/trustafarian-rasta-with-a-trust-fund/108606890
Valet at the Movement,alpine,Valet at the Movement,11,65,Valet at the Movement,1 pitch,http://www.mountainproject.com//v/valet-at-the-movement/108607206
Yippie (Yuppie Hippie),alpine,Yippie (Yuppie Hippie),11,90,Yippie (Yuppie Hippie),1 pitch,http://www.mountainproject.com//v/yippie-yuppie-hippie/108607070
North Slope,alpine,North Slope,12,40,North Slope,1 pitch,http://www.mountainproject.com//v/north-slope/108607151
Ham & Eggs,alpine,Ham & Eggs,4,3000,Ham & Eggs,10 pitches,http://www.mountainproject.com//v/ham--eggs/106170930
The Unforgiven,alpine,The Unforgiven,5,1000,The Unforgiven,5 pitches,http://www.mountainproject.com//v/the-unforgiven/106170949
Shaken not Stirred,alpine,Shaken not Stirred,5,3000,Shaken not Stirred,15 pitches,http://www.mountainproject.com//v/shaken-not-stirred/106170939
Cassin Ridge,alpine,Cassin Ridge,8,,Cassin Ridge,,http://www.mountainproject.com//v/cassin-ridge/105954372
Messner Couloir,alpine,Messner Couloir,2,5000,Messner Couloir,,http://www.mountainproject.com//v/messner-couloir/106261985
